datetime,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,2015year,month,day,price_normed,Amazon_normed,Boeing_normed,Microsoft_normed,Starbucks_normed,Walmart_normed,DJI_normed
2014-10-16,4,1.0,2150,3588,2.0,0,3,4,8,1850,300,0,10,16,0.03772659612413471,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1440,3060,1.5,0,0,4,7,1440,0,0,10,16,0.0038584865037480376,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.5,1780,12231,1.0,0,0,4,8,1780,0,0,10,16,-0.035596115425156026,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,2.5,2344,8000,1.0,0,0,4,8,1560,784,0,10,16,-0.0258197538852506,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.75,710,5050,1.0,0,0,4,6,710,0,0,10,16,-0.027216376962379944,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.75,1160,6828,1.0,0,0,3,7,860,300,0,10,16,-0.01136470503696185,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.75,3670,11884,1.0,0,2,4,9,1950,1720,0,10,16,0.05308944997255753,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.5,2110,5195,1.0,0,0,3,7,1210,900,0,10,16,-0.02386448157726951,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,3.0,2750,7500,1.0,0,0,5,8,1630,1120,0,10,16,0.02376036535284124,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.5,1430,8137,1.0,0,0,3,7,1130,300,0,10,16,-0.01908104753810149,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.0,1960,30480,1.0,0,2,4,7,1060,900,0,10,16,-0.03699273850228538,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1360,3737,1.5,0,0,4,6,1360,0,0,10,16,-0.012551834652521795,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,2230,7200,1.0,0,0,4,7,1220,1010,0,10,16,0.002252369965049288,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,2434,4400,2.0,0,0,3,8,2434,0,0,10,16,-0.035596115425156026,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,2100,14027,2.0,0,0,3,8,2100,0,0,10,16,-0.03769105004085005,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.0,1100,6360,1.0,0,0,3,7,1100,0,0,10,16,-0.04188091927223809,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.5,2740,4912,1.0,0,0,4,8,1370,1370,0,10,16,0.033397064585033734,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,8,4.0,4020,7500,1.0,0,0,3,8,2010,2010,0,10,16,0.050296203818298836,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,2.25,2240,9652,2.0,0,0,3,7,2240,0,0,10,16,-0.04216024388766396,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.0,950,15996,1.0,0,0,4,7,950,0,0,10,16,-0.04837521658088957,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.5,800,2142,2.0,0,0,3,7,800,0,0,10,16,-0.03280286927089733,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,3.0,3110,18843,2.0,0,0,3,9,3110,0,0,10,16,-0.007663653882569078,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.0,1460,9759,1.0,0,0,5,7,1460,0,0,10,16,-0.006267030805439731,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,3.0,2710,8227,1.0,0,2,3,8,1910,800,0,10,16,0.05745389708858675,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.75,910,2693,1.0,0,0,3,6,910,0,0,10,16,-0.04746741158075548,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,1,1.0,670,4920,1.0,0,0,3,5,670,0,0,10,16,-0.032104557732332666,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.0,1000,7228,1.0,0,0,4,7,1000,0,0,10,16,-0.031922996732305836,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1180,4219,1.0,0,0,3,7,1060,120,0,10,16,-0.014646769268215816,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.25,2040,7600,1.0,0,0,4,8,1580,460,0,10,16,-0.037411725425424175,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,3.25,1370,1194,3.0,0,0,3,8,1370,0,0,10,16,-0.011155211575392449,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,2240,9385,2.0,0,0,3,8,2240,0,0,10,16,0.007000888427289069,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.5,1170,1174,2.0,0,0,3,7,840,330,0,10,16,-0.03699273850228538,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.0,1530,5250,1.0,0,0,3,7,1110,420,0,10,16,-0.022076804038543944,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,1,0.75,770,4600,1.0,0,0,4,6,770,0,0,10,16,-0.03140624619376799,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.75,2180,9702,1.0,0,0,5,7,1090,1090,0,10,16,-0.02463262426969065,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1270,7153,1.0,0,0,5,6,1270,0,0,10,16,-0.04257923081080276,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.75,2140,13260,1.0,0,0,3,7,1240,900,0,10,16,-0.027914688500944616,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.75,2260,9703,1.0,0,0,2,8,1660,600,0,10,16,-0.01129487388310538,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,3170,9900,2.0,0,0,4,8,3170,0,0,10,16,0.03311773996960786,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.75,1890,4800,1.5,0,0,3,7,1390,500,0,10,16,0.032838415354182006,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,2160,8114,1.0,0,0,3,8,1460,700,0,10,16,-0.001378850035487015,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,1.5,2040,11772,1.0,0,0,4,7,1030,1010,0,10,16,-0.035316790809730166,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.5,2170,9900,1.0,0,0,3,7,1690,480,0,10,16,-0.041594611541426574,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.0,1440,9477,1.0,0,0,3,5,1440,0,0,10,16,-0.04760707388846842,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.25,1920,8259,2.0,0,0,4,8,1920,0,0,10,16,0.011889069197241786,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.75,4280,12668,2.0,0,0,3,9,3900,380,0,10,16,0.1899585115312336,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,3.5,2620,11148,2.0,0,4,4,9,2060,560,0,10,16,0.0433130884326521,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.5,1760,12000,1.0,0,0,4,7,1760,0,0,10,16,-0.005568719266875057,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1200,5404,1.0,0,0,3,6,1200,0,0,10,16,-0.0230265077309919,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.25,2470,7350,1.0,0,0,3,7,1600,870,0,10,16,0.010911433043251244,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,3.0,1530,9997,1.0,0,0,3,6,1020,510,0,10,16,-0.05389187773555048,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.0,2610,6000,1.0,0,0,5,7,1310,1300,0,10,16,0.03353672689274667,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1560,8232,1.0,0,0,3,7,1560,0,0,10,16,0.05239113843399286,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.0,1160,8504,1.0,0,0,4,7,1160,0,0,10,16,-0.027216376962379944,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,1830,39165,1.0,0,0,5,8,1830,0,0,10,16,-0.0097585884982631,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.0,840,12750,1.0,0,0,3,6,840,0,0,10,16,-0.054450526966402214,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,2830,8399,2.0,0,0,3,9,2830,0,0,10,16,0.0195704961214532,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.75,2440,45738,2.0,0,0,3,8,1840,600,0,10,16,-0.001378850035487015,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.75,2040,3570,1.0,0,0,4,7,1020,1020,0,10,16,-0.006267030805439731,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,1440,10500,1.0,0,0,3,8,1130,310,0,10,16,-0.04104294542596048,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1520,9030,1.0,0,0,3,7,1520,0,0,10,16,-0.0024263173433340256,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,0,10,16,0.03353672689274667,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.0,780,2750,1.0,0,0,4,7,780,0,0,10,16,-0.01058957922915506,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.0,1180,3600,1.5,0,0,3,7,1180,0,0,10,16,0.012657211889662926,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,1.0,1440,7215,1.5,0,0,3,7,1440,0,0,10,16,-0.0258197538852506,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,1.5,2240,7227,2.0,0,1,3,9,1440,800,0,10,16,0.02236374227571189,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,6,4.25,4310,10000,2.0,0,0,3,8,2950,1360,0,10,16,0.03353672689274667,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.5,2650,4120,2.0,0,0,3,8,2650,0,0,10,16,-0.01972335449127328,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,1,1.5,1120,912,3.0,0,0,3,7,1120,0,0,10,16,-0.032104557732332666,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.5,1610,3517,2.0,0,0,3,8,1610,0,0,10,16,-0.04049826242588003,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,5,2.75,2620,6389,2.0,0,0,3,9,2620,0,0,10,16,-0.0006805384969223412,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,2.75,2260,5705,2.0,0,0,3,8,2260,0,0,10,16,-0.025128425462071568,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,3.5,3440,3800,3.0,0,0,3,9,3440,0,0,10,16,0.10406619228777872,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,1584,2800,2.0,0,0,3,7,1584,0,0,10,16,-0.03894801081026646,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,2,1.75,1120,758,2.0,0,0,3,7,1120,0,0,10,16,-0.03280286927089733,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,4,3.5,3830,7150,2.0,0,0,3,9,3830,0,0,10,16,0.06286441488938584,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-16,3,2.25,2890,5000,3.0,0,0,3,9,2890,0,0,10,16,0.05448607304968688,0.10060052863486027,0.0487867125951108,0.3488152606635069,0.08973601699331459,0.02802124109128946,0.0
2014-10-17,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,0,10,17,-0.046070788503626135,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,5,2.25,2500,13500,1.0,0,0,3,7,1850,650,0,10,17,-0.010177575421401904,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,1.75,1275,20000,1.0,0,0,4,6,1275,0,0,10,17,-0.03216042265541783,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,3.0,3590,8249,2.0,0,0,3,9,3590,0,0,10,17,-0.0034737846511810363,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,1100,6240,1.0,0,0,4,7,1100,0,0,10,17,0.004207642273030375,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,1530,8829,1.0,0,0,5,8,1530,0,0,10,17,-0.005568719266875057,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,1.75,1500,6820,1.5,0,0,5,7,1500,0,0,10,17,0.03381605150817254,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,1360,10573,1.0,0,0,4,7,1360,0,0,10,17,-0.04425517850335798,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,1260,4125,1.0,0,0,3,6,1260,0,0,10,17,-0.045232814657348526,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,2.0,1070,4500,1.0,0,0,4,6,910,160,0,10,17,-0.04118260773367342,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.0,2610,14321,1.5,0,0,4,6,1690,920,0,10,17,-0.034206475463412316,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,1290,5700,1.0,0,0,5,7,1290,0,0,10,17,-0.0025729627664326073,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,1900,10454,1.0,0,0,3,7,1390,510,0,10,17,-0.018836638499603858,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,1360,3188,2.0,0,0,3,7,1360,0,0,10,17,-0.016811535037766303,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,2980,18935,1.5,0,0,3,11,2980,0,0,10,17,0.03912321920126406,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.5,1280,5065,2.0,0,0,4,6,1280,0,0,10,17,-0.045372476965061456,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.0,1000,4171,1.0,0,0,3,7,1000,0,0,10,17,-0.026168909654532932,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,3.5,4200,14353,2.0,0,2,3,12,3640,560,0,10,17,0.1285070961375423,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.5,2310,3866,2.0,0,0,3,8,2310,0,0,10,17,0.008397511504418417,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,1.0,2320,4000,1.5,0,0,3,6,1310,1010,0,10,17,-0.01953495003816853,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.0,1620,4774,1.5,0,0,3,7,1620,0,0,10,17,0.042195789970948624,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.5,4200,35267,2.0,0,0,3,11,4200,0,0,10,17,0.0754354192066271,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.25,1570,7200,2.0,0,0,3,8,1570,0,0,10,17,-0.012907973537189778,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,1820,8740,1.0,0,0,4,8,1820,0,0,10,17,-0.04090328311824755,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.0,1390,9112,1.0,0,0,4,7,1390,0,0,10,17,0.028648546122793963,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,2310,4930,2.0,0,0,4,8,2310,0,0,10,17,-0.0202332615767332,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,2610,7301,2.0,0,0,3,8,2610,0,0,10,17,0.0049059538115950475,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.5,2040,5875,2.0,0,0,3,8,2040,0,0,10,17,-0.027216376962379944,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,1690,3129,2.0,0,0,3,7,1690,0,0,10,17,-0.013599301960368805,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,3150,9258,1.0,0,1,3,8,2370,780,0,10,17,-0.012551834652521795,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,1100,3500,1.0,0,0,5,7,1100,0,0,10,17,-0.00919993926741136,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.0,1040,8075,1.0,0,0,4,7,1040,0,0,10,17,-0.02093157311529788,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,2.5,1370,3438,2.0,0,0,3,7,1370,0,0,10,17,-0.04886403465788482,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.25,1920,7300,1.0,0,0,3,7,1240,680,0,10,17,-0.010456900036827772,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.5,2280,4534,2.0,0,0,3,8,2280,0,0,10,17,0.004207642273030375,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,0,10,17,-0.0362944269637207,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,730,5200,1.0,0,0,3,6,730,0,0,10,17,-0.05947837004406788,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.25,2010,7200,1.0,0,1,4,8,1010,1000,0,10,17,0.036329973047005366,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,2.25,2950,15593,1.0,0,0,4,8,1560,1390,0,10,17,0.14107670383170642,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.0,2410,8712,1.0,0,0,3,7,1260,1150,0,10,17,-0.012998754037203186,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,5,2.75,2930,10148,2.0,0,0,3,9,2930,0,0,10,17,-0.0395066600411182,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,4.0,3180,7650,2.0,0,0,3,8,2530,650,0,10,17,0.032838415354182006,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,2.0,1780,8149,1.5,0,0,4,7,1780,0,0,10,17,-0.0202332615767332,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.75,1500,19113,1.0,0,0,3,7,1500,0,0,10,17,-0.017021028499335702,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,3.5,4320,8490,2.0,0,0,3,10,3280,1040,0,10,17,0.0698489268981097,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,1240,42247,1.0,0,1,4,7,1240,0,0,10,17,0.03982153073982874,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,6,2.0,2840,228690,1.5,0,0,3,6,2720,120,0,10,17,0.013984003812935807,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.25,1380,7226,1.0,0,0,4,7,1140,240,0,10,17,-0.03838936157941472,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,1120,3220,1.0,0,0,4,7,1120,0,0,10,17,-0.005568719266875057,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,1760,9282,1.0,0,0,5,7,1100,660,0,10,17,-0.045372476965061456,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,1420,16000,1.0,0,0,3,7,1420,0,0,10,17,-0.03008643738588075,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,1.0,1260,10900,1.0,0,0,4,6,1260,0,0,10,17,-0.04886403465788482,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,1770,9685,1.0,0,0,3,5,1770,0,0,10,17,-0.03140624619376799,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,2,1.0,800,6050,1.0,0,0,4,6,800,0,0,10,17,-0.04397585388793211,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,4,1.75,2380,5700,2.0,0,1,4,7,1820,560,0,10,17,0.02725192304566461,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.5,1340,10290,1.0,0,0,4,7,1140,200,0,10,17,-0.03838936157941472,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,3,2.0,2000,10490,1.0,0,0,3,8,1430,570,0,10,17,-0.016252885806914558,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
2014-10-17,5,2.5,2870,4712,2.0,0,0,3,9,2870,0,0,10,17,0.03079501613003405,0.10553274507237724,0.12259198786129658,0.4331753554502371,0.116128980418122,0.04436671209377932,0.12119879599922552
